INDICATOR_VALUE,TYPE,COMMENT,ROLE,ATTACK_PHASE,OBSERVED_DATE,HANDLING,DESCRIPTION
covid19tech[.]pro,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
spcontraocoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-19[.]pro,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-jouwverhaal[.]site,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
solidarite-covid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
solidaridadcoronavirus[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
whodpcovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19updates[.]site,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hackcovid[.]tech,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusupdate[.]tech,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
uscovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
standagainstcovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
shopcovid19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19noticias[.]site,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
severeacuterespiratorysyndromecoronavirus2[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19realty[.]site,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
skcovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19seniorresource[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19services[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fightcovid19[.]store,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19homesupplies[.]site,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19refinance[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-updates[.]tech,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19services[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19resilience[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
yovenciacovid-19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19remedy[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19signage[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-refi[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sciencecovid[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19responsestlco[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19refi[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19begone[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19attorneys[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19attorney[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid1984[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19antibodies[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19activation[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19modelling[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
lluhpicucovid19hub[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusnearyou[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-worlddata[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusseguro[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustestsites[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-financialhelp[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusstpetersburg[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19modeling[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusstpete[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusmemphis[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19md[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusseniorresource[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19patrol[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusnm[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19br[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustaxes[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19smallbusinessloan[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19app[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirushoax[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19sterile[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19clinicalsupplies[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19stars[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19strategy[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-stories[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19cleanupar[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19cleanuparkansas[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19clincs[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19give[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19smallbusinessgrants[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19gifts[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-signs[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19statz[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19cleaningnashville[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19smallbusiness[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-signs[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-fukui[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19signage[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-genertation[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-genertation[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19filmfest[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19raceforthecure[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19specialdeals[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19sb[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19sick[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19fema[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19fileaclaim[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19files[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19futures[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-facemask[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19miler[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19familytestkit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-game[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19fandemic[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19fabricmask[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-experience[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19experiences[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19fabricmasks[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-experiences[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19shitlist[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19faqs[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19finisher[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19wfh[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19whatdoyouneed[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19ety[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19ward[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19event[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19essential[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19worldstatistics[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19quicktest[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19victims[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19virussupply[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19worldhealth[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19etf[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19warriors[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19victimcompensationfund[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19videos[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19voip[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19virusu[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19vacina[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19video[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19victimcompensation[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19essential[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19vaccinelawyer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19employerliability[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19tvlive[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19updateph[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19epidemicptsd[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19uabot[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19effect[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19streaming[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19economicstimulusproposal[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19strategy[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-ventilator[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-donation[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19easytestkit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19enlatam[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19updated[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19diseaselawyer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19diseaselawyer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19diseaselawsuits[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19diseaselawyers[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19diseaselawsuits[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19diseaselawyers[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19digitalmarketing[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19dictionary[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19diseaselawsuit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19sterilization[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-drug[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19diseaselawsuit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19jobtrends[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19isfake[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19designermasks[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19designermask[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19depot[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19dentalmarketing[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19ireland[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19supersupplies[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19invest[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19funding[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19antibody[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19finance[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19fund[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19helper[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19hosting[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusukgrants[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19bed[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
chestercoronavirusdeliveries[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19coronavirus[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
checkforcoronavirus[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-finance[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19finance[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruswarriors[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19antibody[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fundforcovid19[.]xyz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusrelief[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustestingservices[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustestinguk[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustestingservice[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-uk[.]xyz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusptsd[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusmindfulness[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19testkiti[.]xyz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-news[.]xyz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruslegalsolutions[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusmanchester[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusitalia[.]xyz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19track[.]xyz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruslaws[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusgroup[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfundinguk[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-help[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
corona-virus-grants[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-grants[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfaqs[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bt8coronaviruscommunityoutreach[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
caronavirusremoteworking[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
anticovid-19[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19news[.]xyz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
voronezh-coronavirus[.]ru,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusstatus[.]xyz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruslegalaid[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusmalpractice[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustestuk[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
chepstowcovid19[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
gocovid[.]xyz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirushistory[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusgrantsuk[.]co[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19businessrelief[.]uk,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bye-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cagecovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
buongkhukhuancovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
actupagainstcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
actupagainstcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
americavscovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
anticovid2019[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
acureforthecoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bidenhascovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
anjay-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
buloscoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
allvscovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
aides-entreprises-coronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
anticoronavirushealthinfo[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
aides-entreprises-covid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
whereiscovid[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
weagainstcovid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
apoyocovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tr-covid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
test-covid[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bestcovid19lawyers[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
latestcoronavirusupdates[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
toiletpapercoronavirus[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bestcoronavirusquotes[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
bidenhascovid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sars-covid-19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
indiacovid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
getcovid-19compliantonline[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
it4coronavirus[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
killcovid19withkindness[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thecoronavirusepidemic[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
beat-covid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
elcovid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
lacovid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
leancovid[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
trackcoronavirus[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
globalcoronavirussurvey[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hackingcovid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusstpetersburg[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusvisualized[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-newsupdate[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusremoval[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusnyc[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusparaguay[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusseguro[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19testkits[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussupplies[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
corona-virus-test-kits[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
hackingcovid[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fatality-rate-coronavirus[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
iamacoronavirussurvivorof2020[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusstpete[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
galiciancovid19[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
corona-world-virus[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-stats[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19view[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19signage[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19refinance[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusnetwork[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19refi[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-refi[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19refi[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19statistics[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19recovery[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19realtime[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19raceforthecure[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19modelling[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19socialdistancing[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19qa[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19modeling[.]info,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
smokeoutcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fightcovid[.]club,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sobrevivialcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tribecoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
traditionalchinesemedicinecovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
whosopencovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
whatcovid-19does[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
smallbusinesscoronavirusloan[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
workingfromhomewithcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thecovid19toolkit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
wedisinfectcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thetruthaboutcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ndcovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
smallbusinesscoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
theclassofcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
workingfromhomewithcovid-19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
whatcovid19does[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tostopthecoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ncovid19treatment[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
netflixcovid19s[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ncovid19cure[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
missioncovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
wefightcoronavirus-uae[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
